3,5,dn,141608198,81.035551,1452.055776,4.1e-5,0.202589,0.002929,9.342827,0.837852,3.731402,0.311261,0.330146,2.68,74.28,29.84,28.53,8.3,0.001086,1.7,1.9,28.53,272,9809,12,1.000975,0.001085,18.763999,95.524332,51.093209,49.777072,12.5395,3264.0,4.89378,0.007026190476190476,0.0,210.01
4,5,dn,141608198,102.55713,1361.471544,4.4e-5,0.461507,0.001366,8.566519,1.006604,1.281915,0.311261,0.330146,1.0,67.6,17.43,14.99,8.3,0.001081,2.6,2.5,14.99,73,9780,45,0.999691,0.001081,40.157505,111.564003,61.390548,58.954027,12.5395,3264.0,4.89378,0.0199952380952381,0.0,210.01
2,2,dc,141768070,108.876923,1472.941448,2.7e-5,0.217754,0.001932,7.783217,-8.409799,-2.796205,0.9,1.00073,2.02,39.04,24.54,11.91,5.9,0.001082,0.8,0.8,11.91,259,9576,13,1.000282,0.001081,16.19315,57.801946,43.298986,30.667293,12.6264,5242.0,4.39167,0.0015333333333333332,0.0,842.01
3,2,dc,141768070,79.203482,1359.03274,2.6e-5,0.277212,0.001578,7.166126,1.268605,1.469971,0.9,1.00073,1.73,37.48,10.54,16.39,6.3,0.001079,1.6,1.5,10.54,174,9543,24,1.001113,0.001078,32.915982,73.578339,46.633316,52.483271,12.6264,5242.0,4.39167,0.00456468253968254,0.0,842.01
0,2,dn,141768070,2.786422,1327.199964,0.001106,0.057122,0.008704,117.69918,93.378565,94.083102,0.9,1.00073,2.97,10908.2,2308.55,2181.95,102.8,0.001105,58.7,59.1,2181.95,3,10797,303,1.028589,0.001074,883.747304,11797.662467,3198.013922,3071.411135,12.6264,5242.0,4.39167,0.9466456349206349,0.6745562130177515,842.01
1,2,dn,141768070,55.409343,1363.928671,3.2e-5,0.443275,0.001269,6.433581,-8.190198,2.917057,0.9,1.00073,8.75,52.84,19.4,15.11,7.5,0.001071,1.2,1.0,15.11,118,10357,28,1.013401,0.001057,201.207376,257.378455,223.940492,219.652413,12.6264,5242.0,4.39167,0.0015666666666666667,0.0,842.01
4,2,dn,141768070,113.89609,1472.932712,3.3e-5,0.28474,0.001692,8.155508,-1.153507,-0.85766,0.9,1.00073,2.03,52.52,23.73,12.66,7.1,0.001038,2.5,2.5,12.66,245,8327,21,1.000571,0.001037,32.512408,88.07708,59.288902,48.217714,12.6264,5242.0,4.39167,0.01003452380952381,0.0,842.01
0,5,dc,141768070,2.786369,1327.211079,0.00028,0.098916,0.001987,25.819737,23.763658,24.599658,0.9,1.00073,1.36,1417.53,514.13,404.21,31.6,0.001141,13.0,12.8,404.21,7,10868,148,1.002309,0.001139,194.882334,1617.411949,714.010247,604.086972,12.6264,5242.0,4.39167,0.8076496031746034,0.8619791666666666,842.01
1,5,dc,141768070,94.085434,1464.933722,4.0e-5,0.705641,0.002088,9.411031,5.426608,6.922877,0.9,1.00073,3.09,55.46,21.89,37.3,8.9,0.001133,-1.9,-2.0,21.89,79,10250,19,1.004335,0.001128,43.239763,101.639895,68.071012,83.485918,12.6264,5242.0,4.39167,0.0002,0.0,842.01
1,5,dn,141768070,134.151749,1370.86319,4.4e-5,0.603683,0.002088,9.200496,2.024927,2.056816,0.9,1.00073,5.42,89.08,9.72,48.73,9.6,0.001115,-1.1,-1.2,9.72,114,10342,20,1.005225,0.001109,81.227231,173.307156,93.9465,132.956385,12.6264,5242.0,4.39167,0.0006000000000000001,0.0,842.01
2,5,dn,141768070,14.15977,1333.11398,4.4e-5,0.396474,0.000517,8.050316,0.200068,3.46784,0.9,1.00073,1.17,46.73,6.23,2.49,7.6,0.001106,2.9,2.8,2.49,23,10273,352,1.003436,0.001102,405.901286,458.496348,417.993319,414.2592,12.6264,5242.0,4.39167,0.02613928571428572,0.0,842.01
3,5,dn,141768070,53.830116,1363.974382,4.0e-5,0.376811,0.001181,8.734436,-4.157935,-2.514011,0.9,1.00073,0.88,65.22,15.89,16.23,8.4,0.001098,2.7,2.9,15.89,49,9693,70,0.999375,0.001098,57.170675,126.640623,77.313397,77.652322,12.6264,5242.0,4.39167,0.16009722222222222,0.0,842.01
0,2,dc,141770198,53.045178,1359.004201,1.0e-5,0.397839,0.000266,6.289014,1.76348,2.014069,1.19,1.40973,3.31,81.91,9.93,28.85,9.1,0.000288,1.5,1.5,9.93,125,11239,44,1.012588,0.000284,129.143888,214.841933,142.853645,161.774616,8.1676,6199.0,4.21534,0.0015595238095238095,0.0,4555.01
3,2,dc,141770198,59.887549,1421.281263,9.0e-6,0.23955,0.000275,6.201115,1.75778,1.75778,1.19,1.40973,2.19,79.17,19.85,18.89,8.7,0.000277,2.4,2.5,18.89,139,10634,41,1.002687,0.000276,78.665633,161.546859,102.226942,101.268318,8.1676,6199.0,4.21534,0.00036666666666666667,0.0,4555.01
2,2,dn,141770198,52.951926,1411.97635,1.5e-5,0.238284,0.00031,6.81081,-5.381373,1.548882,1.19,1.40973,7.72,144.99,11.49,61.28,11.6,0.000294,4.0,4.1,11.49,124,10697,41,1.016313,0.00029,278.003605,426.706703,293.207733,343.000313,8.1676,6199.0,4.21534,0.013346031746031745,0.0,4555.01
